time,agent,orderId,locX,locY,isPick
81373,2,164,1,7,0
81374,2,164,1,6,0
81375,2,164,1,5,0
81376,2,164,1,4,0
81377,2,164,1,3,0
81378,2,164,2,3,0
81379,2,164,3,3,0
81380,2,164,4,3,0
81381,2,165,5,3,0
81382,2,165,6,3,0
81383,2,165,7,3,0
81384,2,165,8,3,0
81385,2,165,9,3,0
81386,2,165,10,3,0
81387,2,165,11,3,0
81388,2,165,12,3,0
81389,2,165,13,3,0
81390,2,165,14,3,0
81391,2,165,15,3,0
81392,2,165,16,3,0
81393,2,165,16,2,0
81394,2,165,16,3,0
81395,2,165,17,3,0
81396,2,165,17,4,0
81397,2,165,17,5,0
81398,2,165,17,6,0
81399,2,165,17,7,0
81400,2,165,17,8,0
81401,2,165,17,9,0
81402,2,165,17,10,0
81403,2,165,17,11,0
81404,2,165,17,12,0
81405,2,165,17,13,0
81406,2,165,17,14,0
81407,2,165,17,15,0
81408,2,165,17,16,0
81409,2,165,16,16,0
81410,2,165,16,17,0
81411,2,165,16,18,0
81412,2,165,16,19,0
81413,2,165,16,20,0
81414,2,165,16,21,0
81415,2,165,16,22,0
81416,2,165,16,23,0
81417,2,165,16,24,0
81418,2,165,16,25,0
81419,2,165,15,25,0
81420,2,165,14,25,0
81421,2,165,13,25,0
81422,2,165,12,25,0
81481,2,165,13,25,0
81482,2,165,13,24,0
81483,2,165,13,23,0
81484,2,165,13,22,0
81485,2,165,13,21,0
81486,2,165,13,20,0
81487,2,165,13,19,0
81488,2,165,13,18,0
81489,2,165,13,17,0
81490,2,165,13,16,1
81618,2,165,13,16,0
81619,2,165,13,17,0
81620,2,165,13,18,0
81621,2,165,13,19,0
81622,2,165,13,20,0
81623,2,165,13,21,0
81624,2,165,13,22,0
81625,2,165,13,23,0
81626,2,165,13,24,0
81627,2,165,13,25,0
81628,2,165,14,25,0
81629,2,165,15,25,0
81630,2,165,16,25,0
81631,2,165,16,24,0
81632,2,165,16,23,0
81633,2,165,16,22,0
81634,2,165,16,21,0
81635,2,165,16,20,0
81636,2,165,16,19,0
81637,2,165,16,18,0
81638,2,165,16,17,0
81639,2,165,16,16,0
81640,2,165,16,15,0
81641,2,165,16,14,0
81642,2,165,16,13,0
81643,2,165,16,12,0
81644,2,165,16,11,0
81645,2,165,16,10,0
81646,2,165,16,9,0
81647,2,165,16,8,0
81648,2,165,16,7,0
81649,2,165,16,6,0
81650,2,165,16,5,0
81651,2,165,17,5,0
81652,2,165,17,4,0
81653,2,165,17,3,0
81654,2,165,16,3,0
81655,2,165,15,3,0
81656,2,165,14,3,0
81657,2,165,13,3,0
81658,2,165,12,3,0
81659,2,165,11,3,0
81660,2,165,10,3,0
81661,2,165,9,3,0
81662,2,165,8,3,0
81663,2,165,7,3,0
81664,2,165,6,3,0
81665,2,166,5,3,0
81666,2,166,6,3,0
81667,2,166,7,3,0
81668,2,166,8,3,0
81669,2,166,9,3,0
81670,2,166,10,3,0
81671,2,166,11,3,0
81672,2,166,12,3,0
81673,2,166,13,3,0
81674,2,166,14,3,0
81675,2,166,15,3,0
81676,2,166,16,3,0
81677,2,166,17,3,0
81678,2,166,17,4,0
81679,2,166,17,5,0
81680,2,166,17,6,0
81681,2,166,17,7,0
81682,2,166,17,8,0
81683,2,166,17,9,0
81684,2,166,17,10,0
81685,2,166,17,11,0
81686,2,166,17,12,0
81687,2,166,17,13,0
81688,2,166,17,14,0
81689,2,166,17,15,0
81690,2,166,17,16,0
81691,2,166,17,17,0
81692,2,166,17,18,0
81693,2,166,17,19,0
81694,2,166,17,20,0
81695,2,166,17,21,0
81696,2,166,16,21,0
81697,2,166,16,22,0
81698,2,166,16,23,0
81699,2,166,16,24,0
81700,2,166,16,25,0
81701,2,166,15,25,0
81702,2,166,14,25,0
81703,2,166,13,25,0
81704,2,166,12,25,0
81705,2,166,12,26,0
81706,2,166,11,26,0
81707,2,166,10,26,0
81708,2,166,9,26,0
81709,2,166,8,26,0
81710,2,166,8,25,0
81711,2,166,7,25,0
81712,2,166,6,25,0
81713,2,166,6,26,0
81812,2,166,6,25,0
81970,2,166,7,25,0
81971,2,166,7,24,0
81972,2,166,7,23,0
81973,2,166,7,22,0
81974,2,166,7,21,0
81975,2,166,7,20,0
81976,2,166,7,19,0
81977,2,166,7,18,0
81978,2,166,7,17,0
81979,2,166,7,16,0
81980,2,166,7,15,0
81981,2,166,7,14,0
81982,2,166,7,13,0
81983,2,166,7,12,0
81984,2,166,7,11,0
81985,2,166,7,10,0
81986,2,166,7,9,0
81987,2,166,7,8,1
82255,2,166,7,8,0
82256,2,166,7,9,0
82257,2,166,7,10,0
82258,2,166,7,11,0
82259,2,166,7,12,0
82260,2,166,7,13,0
82261,2,166,7,14,0
82262,2,166,7,15,0
82263,2,166,7,16,0
82264,2,166,7,17,0
82265,2,166,7,18,0
82266,2,166,7,19,0
82267,2,166,7,20,0
82268,2,166,7,21,0
82269,2,166,7,22,0
82270,2,166,7,23,0
82271,2,166,7,24,0
82272,2,166,7,25,0
82273,2,166,6,25,0
82274,2,166,5,25,0
82275,2,166,4,25,0
82276,2,166,3,25,0
82277,2,166,2,25,0
82278,2,166,1,25,0
82279,2,166,1,24,0
82280,2,166,1,23,0
82281,2,166,1,22,0
82282,2,166,1,21,0
82283,2,166,1,20,0
82284,2,166,1,19,0
82285,2,166,1,18,0
82286,2,166,1,17,0
82287,2,166,1,16,0
82288,2,166,1,15,0
82289,2,166,1,14,0
82290,2,166,1,13,0
82291,2,166,1,12,0
82292,2,166,1,11,0
82293,2,166,1,10,0
82294,2,166,1,9,0
82295,2,166,1,8,0
82296,2,166,1,7,0
82297,2,166,1,6,0
82298,2,166,1,5,0
82299,2,166,1,4,0
82300,2,166,1,3,0
82301,2,166,2,3,0
82302,2,166,3,3,0
82303,2,166,4,3,0
82304,2,167,5,3,0
82305,2,167,4,3,0
82306,2,167,3,3,0
82307,2,167,2,3,0
82308,2,167,1,3,0
82309,2,167,1,4,0
82310,2,167,1,5,0
82311,2,167,1,6,0
82312,2,167,1,7,0
82313,2,167,1,8,0
82314,2,167,1,9,0
82315,2,167,1,10,0
82316,2,167,1,11,0
82317,2,167,1,12,0
82318,2,167,1,13,0
82319,2,167,1,14,0
82320,2,167,1,15,0
82321,2,167,1,16,0
82322,2,167,1,17,0
82323,2,167,1,18,0
82324,2,167,1,19,0
82325,2,167,1,20,0
82326,2,167,1,21,0
82327,2,167,1,22,0
82328,2,167,1,23,0
82329,2,167,1,24,0
82330,2,167,1,25,0
82331,2,167,2,25,0
82332,2,167,3,25,0
82333,2,167,3,26,0
82334,2,167,3,27,0
82335,2,167,4,27,0
82336,2,167,5,27,0
82337,2,167,6,27,0
82338,2,167,6,26,0
82505,2,167,5,26,0
82802,2,167,5,25,0
83093,2,167,4,25,0
83094,2,167,4,24,0
83095,2,167,4,23,0
83096,2,167,4,22,0
83097,2,167,4,21,0
83098,2,167,4,20,0
83099,2,167,4,19,0
83100,2,167,4,18,0
83101,2,167,4,17,0
83102,2,167,4,16,0
83103,2,167,4,15,0
83104,2,167,4,14,1
83364,2,167,4,14,0
83365,2,167,4,15,0
83366,2,167,4,16,0
83367,2,167,4,17,0
83368,2,167,4,18,0
83369,2,167,4,19,0
83370,2,167,4,20,0
83371,2,167,4,21,0
83372,2,167,4,22,0
83373,2,167,4,23,0
83374,2,167,4,24,0
83375,2,167,4,25,0
83376,2,167,3,25,0
83377,2,167,2,25,0
83378,2,167,1,25,0
83379,2,167,1,24,0
83380,2,167,1,23,0
83381,2,167,1,22,0
83382,2,167,1,21,0
83383,2,167,1,20,0
83384,2,167,1,19,0
83385,2,167,1,18,0
83386,2,167,1,17,0
83387,2,167,1,16,0
83388,2,167,1,15,0
83389,2,167,1,14,0
83390,2,167,1,13,0
83391,2,167,1,12,0
83392,2,167,1,11,0
83393,2,167,1,10,0
83394,2,167,1,9,0
83395,2,167,1,8,0
83396,2,167,1,7,0
83397,2,167,1,6,0
83398,2,167,1,5,0
83399,2,167,1,4,0
83400,2,167,1,3,0
83401,2,167,2,3,0
83402,2,167,3,3,0
83403,2,167,4,3,0
83404,2,168,5,3,0
83405,2,168,4,3,0
83406,2,168,3,3,0
83407,2,168,2,3,0
83408,2,168,1,3,0
83409,2,168,1,4,0
83410,2,168,1,5,0
83411,2,168,1,6,0
83412,2,168,1,7,0
83413,2,168,1,8,0
83414,2,168,1,9,0
83415,2,168,1,10,0
83416,2,168,1,11,0
83417,2,168,1,12,1
83537,2,168,1,12,0
83538,2,168,1,11,0
83539,2,168,1,10,0
83540,2,168,1,9,0
83541,2,168,1,8,0
83542,2,168,1,7,0
83543,2,168,1,6,0
83544,2,168,1,5,0
83545,2,168,1,4,0
83546,2,168,1,3,0
83547,2,168,2,3,0
83548,2,168,3,3,0
83549,2,168,4,3,0
83550,2,169,5,3,0
83551,2,169,6,3,0
83552,2,169,7,3,0
83553,2,169,8,3,0
83554,2,169,9,3,0
83555,2,169,10,3,0
83556,2,169,11,3,0
83557,2,169,12,3,0
83558,2,169,13,3,0
83559,2,169,14,3,0
83560,2,169,15,3,0
83561,2,169,16,3,0
83562,2,169,17,3,0
83563,2,169,17,4,0
83564,2,169,17,5,0
83565,2,169,16,5,0
83566,2,169,16,6,0
83567,2,169,16,7,0
83568,2,169,16,8,0
83569,2,169,16,9,0
83570,2,169,16,10,0
83571,2,169,16,11,0
83572,2,169,16,12,0
83573,2,169,16,13,0
83574,2,169,16,14,0
83575,2,169,16,15,0
83576,2,169,16,16,0
83577,2,169,16,17,0
83578,2,169,16,18,0
83579,2,169,16,19,0
83580,2,169,16,20,0
83581,2,169,16,21,0
83582,2,169,16,22,0
83583,2,169,17,22,0
83584,2,169,17,23,0
83585,2,169,17,24,0
83586,2,169,16,24,0
83587,2,169,16,25,0
83588,2,169,15,25,0
83589,2,169,14,25,0
83590,2,169,13,25,0
83591,2,169,12,25,0
83592,2,169,11,25,0
83593,2,169,10,25,0
83594,2,169,9,25,0
83595,2,169,8,25,0
83596,2,169,7,25,0
83597,2,169,6,25,0
83598,2,169,5,25,0
83844,2,169,4,25,0
83845,2,169,4,24,0
83846,2,169,4,23,0
83847,2,169,4,22,0
83848,2,169,4,21,0
83849,2,169,4,20,0
83850,2,169,4,19,1
84122,2,169,4,19,0
84123,2,169,4,20,0
84124,2,169,4,21,0
84125,2,169,4,22,0
84126,2,169,4,23,0
84127,2,169,4,24,0
84128,2,169,4,25,0
84129,2,169,3,25,0
84130,2,169,2,25,0
84131,2,169,1,25,0
84132,2,169,1,24,0
84133,2,169,1,23,0
84134,2,169,1,22,0
84135,2,169,1,21,0
84136,2,169,1,20,0
84137,2,169,1,19,0
84138,2,169,1,18,0
84139,2,169,1,17,0
84140,2,169,1,16,0
84141,2,169,1,15,0
84142,2,169,1,14,0
84143,2,169,1,13,0
84144,2,169,1,12,0
84145,2,169,1,11,0
84146,2,169,1,10,0
84147,2,169,1,9,0
84148,2,169,1,8,0
84149,2,169,1,7,0
84150,2,169,1,6,0
84151,2,169,1,5,0
84152,2,169,1,4,0
84153,2,169,1,3,0
84154,2,169,2,3,0
84155,2,169,3,3,0
84156,2,169,4,3,0
84157,2,170,5,3,0
84158,2,170,4,3,0
84159,2,170,3,3,0
84160,2,170,2,3,0
84161,2,170,1,3,0
84162,2,170,1,2,0
84163,2,170,1,3,0
84164,2,170,1,4,0
84165,2,170,1,5,0
84166,2,170,1,6,1
84294,2,170,1,6,0
84295,2,170,1,5,0
84296,2,170,1,4,0
84297,2,170,1,3,0
84298,2,170,2,3,0
84299,2,170,3,3,0
84300,2,170,4,3,0
84301,2,171,5,3,0
84302,2,171,6,3,0
84303,2,171,7,3,0
84304,2,171,8,3,0
84305,2,171,9,3,0
84306,2,171,10,3,0
84307,2,171,11,3,0
84308,2,171,12,3,0
84309,2,171,13,3,0
84310,2,171,14,3,0
84311,2,171,15,3,0
84312,2,171,16,3,0
84313,2,171,17,3,0
84314,2,171,17,4,0
84315,2,171,17,5,0
84316,2,171,17,6,0
84317,2,171,17,7,0
84318,2,171,17,8,0
84319,2,171,17,9,0
84320,2,171,17,10,0
84321,2,171,17,11,0
84322,2,171,17,12,0
84323,2,171,17,13,0
84324,2,171,17,14,0
84325,2,171,17,15,0
84326,2,171,17,16,0
84327,2,171,17,17,0
84328,2,171,17,18,0
84329,2,171,17,19,0
84330,2,171,17,20,0
84331,2,171,17,21,0
84332,2,171,17,22,0
84333,2,171,16,22,0
84334,2,171,16,23,0
84335,2,171,16,24,0
84336,2,171,16,25,0
84337,2,171,15,25,0
84338,2,171,14,25,0
84339,2,171,13,25,0
84340,2,171,12,25,0
84341,2,171,11,25,0
84342,2,171,10,25,0
84343,2,171,10,24,0
84344,2,171,10,23,0
84345,2,171,10,22,0
84346,2,171,10,21,1
84474,2,171,10,21,0
84475,2,171,10,22,0
84476,2,171,10,23,0
84477,2,171,10,24,0
84478,2,171,10,25,0
84479,2,171,11,25,0
84480,2,171,12,25,0
84481,2,171,13,25,0
84482,2,171,14,25,0
84483,2,171,15,25,0
84484,2,171,16,25,0
84485,2,171,16,24,0
84486,2,171,16,23,0
84487,2,171,16,22,0
84488,2,171,16,21,0
84489,2,171,16,20,0
84490,2,171,16,19,0
84491,2,171,16,18,0
84492,2,171,16,17,0
84493,2,171,16,16,0
84494,2,171,16,15,0
84495,2,171,16,14,0
84496,2,171,16,13,0
84497,2,171,16,12,0
84498,2,171,16,11,0
84499,2,171,16,10,0
84500,2,171,16,9,0
84501,2,171,16,8,0
84502,2,171,16,7,0
84503,2,171,16,6,0
84504,2,171,16,5,0
84505,2,171,17,5,0
84506,2,171,17,4,0
84507,2,171,17,3,0
84508,2,171,16,3,0
84509,2,171,15,3,0
84510,2,171,14,3,0
84511,2,171,13,3,0
84512,2,171,12,3,0
84513,2,171,11,3,0
84514,2,171,10,3,0
84515,2,171,9,3,0
84516,2,171,8,3,0
84517,2,171,7,3,0
84518,2,171,6,3,0
84519,2,172,5,3,0
84520,2,172,6,3,0
84521,2,172,7,3,0
84522,2,172,8,3,0
84523,2,172,9,3,0
84524,2,172,10,3,0
84525,2,172,11,3,0
84526,2,172,12,3,0
84527,2,172,13,3,0
84528,2,172,14,3,0
84529,2,172,15,3,0
84530,2,172,16,3,0
84531,2,172,17,3,0
84532,2,172,17,4,0
84533,2,172,17,5,0
84534,2,172,17,6,0
84535,2,172,17,7,0
84536,2,172,17,8,0
84537,2,172,17,9,0
84538,2,172,17,10,0
84539,2,172,17,11,0
84540,2,172,17,12,0
84541,2,172,16,12,0
84542,2,172,16,13,0
84543,2,172,16,14,0
84544,2,172,16,15,0
84545,2,172,16,16,0
84546,2,172,16,17,0
84547,2,172,16,18,0
84548,2,172,16,19,0
84549,2,172,16,20,0
84550,2,172,16,21,0
84551,2,172,16,22,0
84552,2,172,16,23,0
84553,2,172,16,24,0
84554,2,172,16,25,0
84555,2,172,15,25,0
84556,2,172,14,25,0
84557,2,172,13,25,0
84558,2,172,12,25,0
84559,2,172,11,25,0
84560,2,172,10,25,0
84561,2,172,9,25,0
84562,2,172,9,26,0
84563,2,172,8,26,0
84564,2,172,7,26,0
84565,2,172,6,26,0
84566,2,172,5,26,0
84567,2,172,4,26,0
84568,2,172,3,26,0
84569,2,172,2,26,0
84570,2,172,1,26,0
84571,2,172,1,25,0
84572,2,172,1,24,0
84573,2,172,1,23,0
84574,2,172,1,22,0
84575,2,172,1,21,0
84576,2,172,1,20,0
84684,2,172,1,19,0
84685,2,172,1,18,0
84686,2,172,1,17,0
84687,2,172,1,16,0
84688,2,172,1,15,1
84944,2,172,1,15,0
84945,2,172,1,14,0
84946,2,172,1,13,0
84947,2,172,1,12,0
84948,2,172,1,11,0
84949,2,172,1,10,0
84950,2,172,1,9,0
84951,2,172,1,8,0
84964,2,172,1,7,0
84965,2,172,1,6,0
84966,2,172,1,5,0
84967,2,172,1,4,0
84968,2,172,1,3,0
84969,2,172,2,3,0
84970,2,172,3,3,0
84971,2,172,4,3,0
84972,2,173,5,3,0
84973,2,173,4,3,0
84974,2,173,3,3,0
84975,2,173,2,3,0
84976,2,173,1,3,0
84977,2,173,1,4,0
84978,2,173,1,5,0
84979,2,173,1,6,0
84980,2,173,1,7,0
84981,2,173,1,8,0
84982,2,173,1,9,0
84983,2,173,1,10,0
84984,2,173,1,11,0
84985,2,173,1,12,0
84986,2,173,1,13,0
84987,2,173,1,14,0
84988,2,173,1,15,0
84989,2,173,1,16,0
84990,2,173,1,17,0
84991,2,173,1,18,0
84992,2,173,1,19,0
84993,2,173,1,20,0
84994,2,173,1,21,0
84995,2,173,1,22,0
84996,2,173,1,23,0
84997,2,173,1,24,0
84998,2,173,1,25,0
84999,2,173,2,25,0
85000,2,173,2,26,0
85001,2,173,2,27,0
85002,2,173,1,27,0
85482,2,173,1,26,0
85484,2,173,1,25,0
85485,2,173,1,24,0
85486,2,173,1,23,0
85487,2,173,1,22,0
85488,2,173,1,21,0
85489,2,173,1,20,1
85745,2,173,1,20,0
85746,2,173,1,19,0
85747,2,173,1,18,0
85748,2,173,1,17,0
85749,2,173,1,16,0
85750,2,173,1,15,0
85751,2,173,1,14,0
85752,2,173,1,13,0
85753,2,173,1,12,0
85754,2,173,1,11,0
85755,2,173,1,10,0
85756,2,173,1,9,0
85761,2,173,1,8,0
85762,2,173,1,7,0
85763,2,173,1,6,0
85764,2,173,1,5,0
85765,2,173,1,4,0
85766,2,173,1,3,0
85767,2,173,2,3,0
85768,2,173,3,3,0
85769,2,173,4,3,0
85770,2,174,5,3,0
85771,2,174,5,2,0
85772,2,174,4,2,0
85773,2,174,3,2,0
85774,2,174,2,2,0
85775,2,174,2,1,0
85776,2,174,1,1,0
85785,2,174,1,2,0
85786,2,174,1,3,0
85787,2,174,1,4,0
85788,2,174,1,5,0
85789,2,174,1,6,0
85790,2,174,1,7,0
85791,2,174,1,8,0
85792,2,174,1,9,0
85793,2,174,1,10,0
85794,2,174,1,11,0
85795,2,174,1,12,0
85796,2,174,1,13,0
85797,2,174,1,14,0
85798,2,174,1,15,0
85799,2,174,1,16,0
85800,2,174,1,17,0
85801,2,174,1,18,0
85802,2,174,1,19,0
85803,2,174,1,20,0
85804,2,174,1,21,0
85805,2,174,1,22,0
85806,2,174,1,23,0
85807,2,174,1,24,0
85808,2,174,1,25,0
85809,2,174,2,25,0
85810,2,174,3,25,0
85811,2,174,4,25,0
85812,2,174,5,25,0
85813,2,174,6,25,0
85814,2,174,7,25,0
85815,2,174,7,24,0
85816,2,174,7,23,0
85817,2,174,7,22,0
85818,2,174,7,21,0
85819,2,174,7,20,0
85820,2,174,7,19,0
85821,2,174,7,18,0
85822,2,174,7,17,0
85823,2,174,7,16,0
85824,2,174,7,15,0
85825,2,174,7,14,1
86101,2,174,7,14,0
86102,2,174,7,15,0
86103,2,174,7,16,0
86104,2,174,7,17,0
86105,2,174,7,18,0
86106,2,174,7,19,0
86107,2,174,7,20,0
86108,2,174,7,21,0
86109,2,174,7,22,0
86110,2,174,7,23,0
86111,2,174,7,24,0
86112,2,174,7,25,0
86113,2,174,6,25,0
86114,2,174,5,25,0
86115,2,174,4,25,0
86116,2,174,3,25,0
86117,2,174,2,25,0
86118,2,174,1,25,0
86119,2,174,1,24,0
86120,2,174,1,23,0
86121,2,174,1,22,0
86122,2,174,1,21,0
86123,2,174,1,20,0
86124,2,174,1,19,0
86125,2,174,1,18,0
86126,2,174,1,17,0
86127,2,174,1,16,0
86128,2,174,1,15,0
86129,2,174,1,14,0
86130,2,174,1,13,0
86131,2,174,1,12,0
86132,2,174,1,11,0
86133,2,174,1,10,0
86134,2,174,1,9,0
86135,2,174,1,8,0
86136,2,174,1,7,0
86137,2,174,1,6,0
86138,2,174,1,5,0
86139,2,174,1,4,0
86140,2,174,1,3,0
86141,2,174,2,3,0
86142,2,174,3,3,0
86143,2,174,4,3,0
86144,2,175,5,3,0
86145,2,175,6,3,0
86146,2,175,7,3,0
86147,2,175,8,3,0
86148,2,175,9,3,0
86149,2,175,10,3,0
86150,2,175,11,3,0
86151,2,175,12,3,0
86152,2,175,13,3,0
86153,2,175,14,3,0
86154,2,175,15,3,0
86155,2,175,16,3,0
86156,2,175,16,2,0
86157,2,175,17,2,0
86158,2,175,17,3,0
86159,2,175,17,4,0
86160,2,175,17,5,0
86161,2,175,16,5,0
86162,2,175,16,6,0
86163,2,175,16,7,0
86164,2,175,16,8,0
86165,2,175,16,9,0
86166,2,175,16,10,0
86167,2,175,16,11,0
86168,2,175,17,11,0
86169,2,175,17,12,0
86170,2,175,17,13,0
86171,2,175,17,14,0
86172,2,175,17,15,0
86173,2,175,17,16,0
86174,2,175,17,17,0
86175,2,175,17,18,0
86176,2,175,17,19,0
86177,2,175,17,20,0
86178,2,175,17,21,0
86179,2,175,17,22,0
86180,2,175,17,23,0
86181,2,175,17,24,0
86182,2,175,16,24,0
86183,2,175,16,25,0
86184,2,175,15,25,0
86185,2,175,14,25,0
86186,2,175,13,25,0
86187,2,175,12,25,0
86188,2,175,11,25,0
86189,2,175,10,25,0
86190,2,175,9,25,0
86191,2,175,8,25,0
86192,2,175,7,25,0
86193,2,175,7,26,0
86194,2,175,6,26,0
86195,2,175,5,26,0
86545,2,175,5,25,0
86844,2,175,4,25,0
86845,2,175,4,24,0
86846,2,175,4,23,0
86847,2,175,4,22,0
86848,2,175,4,21,0
86849,2,175,4,20,0
86850,2,175,4,19,0
86851,2,175,4,18,0
86852,2,175,4,17,0
86853,2,175,4,16,0
86854,2,175,4,15,0
86855,2,175,4,14,0
86856,2,175,4,13,0
86857,2,175,4,12,0
86858,2,175,4,11,0
86859,2,175,4,10,0
86860,2,175,4,9,0
86861,2,175,4,8,0
86862,2,175,4,7,0
86863,2,175,4,6,0
86864,2,175,4,5,1
86992,2,175,4,5,0
86993,2,175,4,6,0
86994,2,175,4,7,0
86995,2,175,4,8,0
86996,2,175,4,9,0
86997,2,175,4,10,0
86998,2,175,4,11,0
86999,2,175,4,12,0
87000,2,175,4,13,0
87001,2,175,4,14,0
87002,2,175,4,15,0
87003,2,175,4,16,0
87004,2,175,4,17,0
87005,2,175,4,18,0
87006,2,175,4,19,0
87007,2,175,4,20,0
87008,2,175,4,21,0
87009,2,175,4,22,0
87010,2,175,4,23,0
87011,2,175,4,24,0
87012,2,175,4,25,0
87013,2,175,3,25,0
87014,2,175,2,25,0
87015,2,175,1,25,0
87016,2,175,1,24,0
87017,2,175,1,23,0
87018,2,175,1,22,0
87019,2,175,1,21,0
87020,2,175,1,20,0
87021,2,175,1,19,0
87022,2,175,1,18,0
87023,2,175,1,17,0
87024,2,175,1,16,0
87025,2,175,1,15,0
87026,2,175,1,14,0
87027,2,175,1,13,0
87028,2,175,1,12,0
87029,2,175,1,11,0
87030,2,175,1,10,0
87031,2,175,1,9,0
87032,2,175,1,8,0
87033,2,175,1,7,0
87034,2,175,1,6,0
87035,2,175,1,5,0
87036,2,175,1,4,0
87037,2,175,1,3,0
87038,2,175,2,3,0
87039,2,175,3,3,0
87040,2,175,4,3,0
87041,2,176,5,3,0
87042,2,176,4,3,0
87043,2,176,3,3,0
87044,2,176,2,3,0
87045,2,176,1,3,0
87046,2,176,1,4,0
87047,2,176,1,5,0
87048,2,176,1,6,0
87049,2,176,1,7,0
87050,2,176,1,8,0
87051,2,176,1,9,0
87052,2,176,1,10,0
87053,2,176,1,11,0
87054,2,176,1,12,0
87055,2,176,1,13,0
87056,2,176,1,14,0
87057,2,176,1,15,0
87058,2,176,1,16,0
87059,2,176,1,17,0
87060,2,176,1,18,0
87061,2,176,1,19,0
87062,2,176,1,20,0
87063,2,176,1,21,0
87064,2,176,1,22,0
87065,2,176,1,23,0
87066,2,176,1,24,0
87067,2,176,1,25,0
87068,2,176,2,25,0
87069,2,176,3,25,0
87070,2,176,4,25,0
87071,2,176,5,25,0
87072,2,176,6,25,0
87073,2,176,7,25,0
87074,2,176,8,25,0
87075,2,176,9,25,0
87076,2,176,10,25,0
87077,2,176,10,24,0
87078,2,176,10,23,0
87079,2,176,10,22,0
87080,2,176,10,21,0
87081,2,176,10,20,0
87082,2,176,10,19,0
87083,2,176,10,18,0
87084,2,176,10,17,0
87085,2,176,10,16,0
87086,2,176,10,15,0
87087,2,176,10,14,0
87088,2,176,10,13,1
87216,2,176,10,13,0
87217,2,176,10,14,0
87218,2,176,10,15,0
87219,2,176,10,16,0
87220,2,176,10,17,0
87221,2,176,10,18,0
87222,2,176,10,19,0
87223,2,176,10,20,0
87224,2,176,10,21,0
87225,2,176,10,22,0
87226,2,176,10,23,0
87227,2,176,10,24,0
87228,2,176,10,25,0
87229,2,176,9,25,0
87230,2,176,8,25,0
87231,2,176,7,25,0
87232,2,176,6,25,0
87233,2,176,5,25,0
87234,2,176,4,25,0
87235,2,176,3,25,0
87236,2,176,2,25,0
87237,2,176,1,25,0
87238,2,176,1,24,0
87239,2,176,1,23,0
87240,2,176,1,22,0
87241,2,176,1,21,0
87242,2,176,1,20,0
87243,2,176,1,19,0
87244,2,176,1,18,0
87245,2,176,1,17,0
87246,2,176,1,16,0
87247,2,176,1,15,0
87248,2,176,1,14,0
87249,2,176,1,13,0
87250,2,176,1,12,0
87251,2,176,1,11,0
87252,2,176,1,10,0
87253,2,176,1,9,0
87254,2,176,1,8,0
87255,2,176,1,7,0
87256,2,176,1,6,0
87257,2,176,1,5,0
87258,2,176,1,4,0
87259,2,176,1,3,0
87260,2,176,2,3,0
87261,2,176,3,3,0
87262,2,176,4,3,0
87263,2,177,5,3,0
87264,2,177,4,3,0
87265,2,177,3,3,0
87266,2,177,2,3,0
87267,2,177,1,3,0
87268,2,177,1,4,0
87269,2,177,1,5,0
87270,2,177,1,6,0
87271,2,177,1,7,0
87272,2,177,1,8,0
87273,2,177,1,9,0
87274,2,177,1,10,0
87275,2,177,1,11,0
87276,2,177,1,12,0
87277,2,177,1,13,0
87278,2,177,1,14,0
87279,2,177,1,15,0
87280,2,177,1,16,0
87281,2,177,1,17,0
87282,2,177,1,18,0
87283,2,177,1,19,0
87284,2,177,1,20,0
87285,2,177,1,21,0
87286,2,177,1,22,0
87287,2,177,1,23,0
87288,2,177,1,24,0
87289,2,177,1,25,0
87290,2,177,2,25,0
87291,2,177,3,25,0
87292,2,177,3,26,0
87293,2,177,3,27,0
87294,2,177,4,27,0
87299,2,177,4,26,0
87601,2,177,4,25,0
87602,2,177,4,24,0
87603,2,177,4,23,0
87604,2,177,4,22,0
87605,2,177,4,21,0
87606,2,177,4,20,0
87607,2,177,4,19,0
87608,2,177,4,18,0
87609,2,177,4,17,0
87610,2,177,4,16,0
87611,2,177,4,15,0
87612,2,177,4,14,0
87613,2,177,4,13,0
87614,2,177,4,12,0
87615,2,177,4,11,1
87883,2,177,4,11,0
87884,2,177,4,12,0
87885,2,177,4,13,0
87886,2,177,4,14,0
87887,2,177,4,15,0
87888,2,177,4,16,0
87889,2,177,4,17,0
87890,2,177,4,18,0
87891,2,177,4,19,0
87892,2,177,4,20,0
87893,2,177,4,21,0
87894,2,177,4,22,0
87895,2,177,4,23,0
87896,2,177,4,24,0
87897,2,177,4,25,0
87898,2,177,3,25,0
87899,2,177,2,25,0
87900,2,177,1,25,0
87901,2,177,1,24,0
87902,2,177,1,23,0
87903,2,177,1,22,0
87904,2,177,1,21,0
87905,2,177,1,20,0
87906,2,177,1,19,0
87907,2,177,1,18,0
87908,2,177,1,17,0
87909,2,177,1,16,0
87910,2,177,1,15,0
87911,2,177,1,14,0
87912,2,177,1,13,0
87913,2,177,1,12,0
87914,2,177,1,11,0
87915,2,177,1,10,0
87916,2,177,1,9,0
87917,2,177,1,8,0
87918,2,177,1,7,0
87919,2,177,1,6,0
87920,2,177,1,5,0
87921,2,177,1,4,0
87922,2,177,1,3,0
87923,2,177,2,3,0
